environment,algorithm,seed,episode,train_reward,eval_reward,epsilon
MountainCar-v0,dueling_dqn,1,74,33.8741,,0.326799
MountainCar-v0,dueling_dqn,1,75,-55.8172,,0.321897
MountainCar-v0,dueling_dqn,1,76,-96.9463,,0.317069
MountainCar-v0,dueling_dqn,1,77,16.738,,0.312313
MountainCar-v0,dueling_dqn,1,78,18.3547,,0.307628
MountainCar-v0,dueling_dqn,1,79,15.929,,0.303014
MountainCar-v0,dueling_dqn,1,80,-165.7964,36.6028,0.298468
MountainCar-v0,dueling_dqn,1,81,-127.7428,,0.293991
MountainCar-v0,dueling_dqn,1,82,-132.9189,,0.289582
MountainCar-v0,dueling_dqn,1,83,-146.9812,,0.285238
MountainCar-v0,dueling_dqn,1,84,-79.4181,,0.280959
MountainCar-v0,dueling_dqn,1,85,-163.0339,,0.276745
MountainCar-v0,dueling_dqn,1,86,-93.1684,,0.272594
MountainCar-v0,dueling_dqn,1,87,82.794,,0.268505
MountainCar-v0,dueling_dqn,1,88,-101.1234,,0.264477
MountainCar-v0,dueling_dqn,1,89,130.8028,,0.26051
MountainCar-v0,dueling_dqn,1,90,26.5528,,0.256602
MountainCar-v0,dueling_dqn,1,91,460.5635,,0.252753
MountainCar-v0,dueling_dqn,1,92,193.8884,,0.248962
MountainCar-v0,dueling_dqn,1,93,-103.8262,,0.245228
MountainCar-v0,dueling_dqn,1,94,-76.8096,,0.241549
MountainCar-v0,dueling_dqn,1,95,-15.1782,,0.237926
MountainCar-v0,dueling_dqn,1,96,-156.4412,,0.234357
MountainCar-v0,dueling_dqn,1,97,-66.6396,,0.230842
MountainCar-v0,dueling_dqn,1,98,6.849,,0.227379
MountainCar-v0,dueling_dqn,1,99,14.6646,,0.223968
MountainCar-v0,dueling_dqn,1,100,-37.6674,-97.9057,0.220609
MountainCar-v0,dueling_dqn,1,101,-88.7586,,0.2173
MountainCar-v0,dueling_dqn,1,102,-168.1918,,0.21404
MountainCar-v0,dueling_dqn,1,103,72.3048,,0.21083
MountainCar-v0,dueling_dqn,1,104,96.9452,,0.207667
MountainCar-v0,dueling_dqn,1,105,-128.9359,,0.204552
MountainCar-v0,dueling_dqn,1,106,-74.6976,,0.201484
MountainCar-v0,dueling_dqn,1,107,-125.1908,,0.198462
MountainCar-v0,dueling_dqn,1,108,115.7771,,0.195485
